Timestamp,Sample_Rate_Hz,Duration_Seconds,Total_Samples,Signal_Mean,Signal_Std,WAV_File
2026-05-22T04:04:25.548078,16088,13.92,224023,120.7,17.76,manual_recording_cleaned.wav
